,apply,species,genus
271,"['LEIAQ_U2T123' 'MICLC_C5C7P5' 'THEBD_D6Y7D8' 'CLAMS_B0RG29'
 'CELCE_A0A1X7DLQ1' 'ARTGO_H0QTX1' 'BRELN_A0A0B9AJI1' 'CORST_A0A376GU03'
 'PAEAT_A1RC65' 'PSEPM_F0MA29' 'MYCMM_B2HK11' 'AMYMS_G0G2Z1'
 'NOCFA_Q5YYW0' 'RHOSX_A0A0D8HVY4' 'NOCSJ_A1SJ30' 'PSEUX_F4CP30'
 'FRASN_A8KXG9' 'GEOOG_D2SAG5' 'MYCHD_K5BFQ7' 'MICOL_A0A562IB32'
 'STRCI_A0A4Y3QXQ0' 'ACIA4_K7RUN3' 'CONWI_D3F730' 'NOCAA_J7L7C2'
 'THECD_D1A3M3' 'NOCSI_A0A0A1DKG7' 'GORB4_D0L701' 'TSUPD_D5UTS5'
 'KITGR_A0A0D0Q4A5' 'ISOV2_F6FQH7' 'ACIC1_A0LT18' 'SEGRD_D6Z7X7'
 'MICTS_E8N7N0' 'BLASD_H6RUG5' 'RUBXD_Q1AUD0' 'INTC7_E6SAQ1'
 'NAKMY_C8X8S9' 'KOCRD_B2GH40' 'SANKS_D1BDH5' 'ILUCY_A0A6C7E7J9'
 'HOYSD_F6ERN0' 'THEFY_Q47TT0' 'SLAHD_C7N0U6']","['LEIAQ', 'MICLC', 'THEBD', 'CLAMS', 'CELCE', 'ARTGO', 'BRELN', 'CORST', 'PAEAT', 'PSEPM', 'MYCMM', 'AMYMS', 'NOCFA', 'RHOSX', 'NOCSJ', 'PSEUX', 'FRASN', 'GEOOG', 'MYCHD', 'MICOL', 'STRCI', 'ACIA4', 'CONWI', 'NOCAA', 'THECD', 'NOCSI', 'GORB4', 'TSUPD', 'KITGR', 'ISOV2', 'ACIC1', 'SEGRD', 'MICTS', 'BLASD', 'RUBXD', 'INTC7', 'NAKMY', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAHD']","['110932', '1269', '147067', '1573', '157920', '1663', '1696', '1716', '1742992', '1742993', '1763', '1813', '1817', '1827', '1839', '1847', '1854', '1860', '1866885', '1873', '1883', '1912215', '191494', '2013', '2019', '2044', '2053', '2060', '2063', '254250', '28048', '286801', '33882', '38501', '42255', '53357', '53460', '57493', '60919', '682522', '697025', '83677', '84108']"
272,"['CELCE_A0A1X7DTZ8' 'LENAE_A0A0F0GEL6' 'SALTO_A4X9D4' 'GLUAR_E1VYG4'
 'AMYME_A0A076MS22' 'KRIFD_D2Q023' 'SACEN_A4FM49' 'NOCSJ_A1SLQ0'
 'PSETH_A0A1M6ZBW9' 'XYLCX_D1BRY1' 'ACTS5_G8SCZ5' 'MICOL_A0A562I3Z3'
 'STRRD_D2B9S5' 'STRHI_A0A1M5B234' 'NOCSI_A0A0A1DS27' 'KITSK_E4N9P4'
 'SACES_K0KBN4' 'STRJI_A0A1H7UUB8' 'ISOV2_F6FTQ5' 'STANL_D3Q194'
 'MICPN_F5XJC1' 'ACTMD_C6WDM5' 'CATAD_C7QIB8' 'BRAFD_C7MI63'
 'NAKMY_C8XJA9']","['CELCE', 'LENAE', 'SALTO', 'GLUAR', 'AMYME', 'KRIFD', 'SACEN', 'NOCSJ', 'PSETH', 'XYLCX', 'ACTS5', 'MICOL', 'STRRD', 'STRHI', 'NOCSI', 'KITSK', 'SACES', 'STRJI', 'ISOV2', 'STANL', 'MICPN', 'ACTMD', 'CATAD', 'BRAFD', 'NAKMY']","['157920', '165301', '168694', '1742989', '1813', '182639', '1835', '1839', '1847', '186188', '1865', '1873', '2000', '2016', '2044', '2063', '2071', '228398', '254250', '283810', '29404', '40566', '414878', '43668', '53460']"
273,"['LEIXX_Q6ACP1' 'RARFA_A0A542ZUI3' 'CLAMS_B0RI30' 'CELCE_A0A1X7D830'
 'RENSM_A9WRP0' 'BIFAA_SSTT' 'SALTO_A4X4M5' 'CELFA_F4H561' 'CORU7_B1VGE4'
 'MYCTU_P71906' 'NOCAS_U5E9B7' 'KRIFD_D2Q1B2' 'RHOOP_A0A3G9MK22'
 'PSETH_A0A1M6ZFY8' 'SACVD_C7N029' 'FRASN_A8LAL7' 'ACTTI_A0A561WAP5'
 'MYCVP_A1TE71' 'MICAI_D9SXQ3' 'STRAS_A0A2U9P732' 'ACIA4_K7RQ49'
 'CONWI_D3FE67' 'SCAIO_W5IK04' 'MOBCV_D6ZH83' 'GORB4_D0LAH4'
 'KITSK_E4NFJ7' 'STRJI_A0A1H7ZJ09' 'GARVA_I4M8L2' 'ARCHD_D7BMS0'
 'STANL_D3QAC9' 'SEGRD_D6ZDT3' 'MICPN_F5XEK6' 'MICTS_E8NFD2'
 'KINRD_A6W5B5' 'CATAD_C7QIX0' 'INTC7_E6SF56' 'BEUC1_C5BYH6']","['LEIXX', 'RARFA', 'CLAMS', 'CELCE', 'RENSM', 'BIFAA', 'SALTO', 'CELFA', 'CORU7', 'MYCTU', 'NOCAS', 'KRIFD', 'RHOOP', 'PSETH', 'SACVD', 'FRASN', 'ACTTI', 'MYCVP', 'MICAI', 'STRAS', 'ACIA4', 'CONWI', 'SCAIO', 'MOBCV', 'GORB4', 'KITSK', 'STRJI', 'GARVA', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'MICTS', 'KINRD', 'CATAD', 'INTC7', 'BEUC1']","['110932', '13242', '1573', '157920', '1645', '1678', '168694', '1707', '1716', '1763', '1817', '182639', '1827', '1847', '1851', '1854', '1865', '1866885', '1873', '1883', '1912215', '191494', '196081', '2050', '2053', '2063', '228398', '2701', '28263', '283810', '286801', '29404', '33882', '33981', '414878', '53357', '84756']"
274,"['MYCSD_F5YYL8' 'LEIXX_RL4' 'MICLC_C5CC61' 'RARFA_A0A542ZY24'
 'OLSUV_E1QX55' 'THEBD_D6Y515' 'CLAMS_B0RB40' 'CELCE_A0A1X7D2B1'
 'RENSM_A9WSV8' 'LENAE_A0A0F0HGD4' 'ARTS2_A0JZ83' 'BIFAA_RL4'
 'SALTO_A4XBP5' 'BRELN_A0A0B9ATQ8' 'CELFA_F4H1W9' 'CORFL_A0A1L7CJZ1'
 'GLUAR_E1VY67' 'PAEAT_A1R8U4' 'PSEPM_F0MA07' 'PROFC_D7GJ30' 'MYCLE_RL4'
 'AMYMS_G0FUU9' 'NOCFA_RL4' 'KRIFD_D2PU82' 'RHOJR_Q0S3H5'
 'SACSN_A0A2N3XQN2' 'NOCSJ_A1SNL7' 'PSETH_A0A1M6X6Z8' 'SACVD_C7MTK6'
 'FRACC_RL4' 'GEOOG_D2SHA2' 'XYLCX_D1BWT5' 'ACTTI_A0A561VQL3'
 'MYCCI_A0A3S5EIL7' 'MICM1_F4FCD6' 'STRVP_F2RJT2' 'ACIA4_K7RVG1'
 'CUTAK_RL4' 'CONWI_D3FEU6' 'THEAL_A0A1H6FQ18' 'SCAIO_W5IIG4'
 'PARDN_E6JZZ6' 'STRRD_D2BB63' 'NOCAA_J7KZL0' 'STRHI_A0A1M4TI78'
 'THECD_D1A377' 'KIBAR_A0A1Y5XEY5' 'TROWT_RL4' 'NOCSI_A0A0A1DMP4'
 'MOBCV_D6ZIW5' 'GORB4_D0L308' 'TSUPD_D5UWL9' 'KITAU_A0A1E7NAG6'
 'SACES_K0K4I1' 'STRJI_A0A1H7M5H0' 'ISOV2_F6FVW5' 'GARVA_I4MBL4'
 'ACIC1_A0LRM1' 'ARCHD_D7BKA9' 'STANL_D3QB79' 'SEGRD_D6ZA97'
 'MICPN_F5XNJ9' 'ROTMD_D2NRN1' 'CORGP_F2N8P8' 'MICTS_E8NF33'
 'KINRD_A6W5T9' 'BLASD_H6RMT3' 'ACTMD_C6WM26' 'CATAD_C7Q2M2' 'RUBXD_RL4'
 'BRAFD_C7MFF5' 'JONDD_C7R0U5' 'INTC7_E6S9L8' 'NAKMY_C8XCG6'
 'ACIFD_C7M2X3' 'KOCRD_B2GIL5' 'SANKS_D1BBV4' 'ILUCY_A0A6C7E2Y3'
 'HOYSD_F6EHY1' 'THEFY_RL4' 'SLAES_D0WEX8' 'EEGSY_F7UWE4' 'CRYCD_C7MP52'
 'BEUC1_C5C0J0']","['MYCSD', 'LEIXX', 'MICLC', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTS2', 'BIFAA', 'SALTO', 'BRELN', 'CELFA', 'CORFL', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCLE', 'AMYMS', 'NOCFA', 'KRIFD', 'RHOJR', 'SACSN', 'NOCSJ', 'PSETH', 'SACVD', 'FRACC', 'GEOOG', 'XYLCX', 'ACTTI', 'MYCCI', 'MICM1', 'STRVP', 'ACIA4', 'CUTAK', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCAA', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORB4', 'TSUPD', 'KITAU', 'SACES', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EEGSY', 'CRYCD', 'BEUC1']","['1073531', '110932', '1269', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '191494', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '40566', '414878', '42255', '43668', '43673', '53357', '53460', '53634', '57493', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
275,"['RARFA_A0A542ZUX2' 'CLAMS_B0RAK9' 'RENSM_A9WSM6' 'LENAE_A0A0F0H5S2'
 'ARTS2_A0JWU3' 'BIFBI_I3WJN7' 'CORFL_A0A1L7CIT7' 'PAEAT_A1R6L6'
 'PSEPM_F0MBT2' 'AMYMS_G0FX57' 'RHOOP_A0A3G9M746' 'XYLCX_D1BUY2'
 'MYCNE_V5XEU3' 'STRLN_A0A1B1MEI5' 'ACIA4_K7RYC0' 'CONWI_D3F1U1'
 'KIBAR_A0A1W2FXW6' 'MICTS_E8ND87' 'ACTMD_C6WRB5' 'BRAFD_C7M9R3'
 'ACIFD_C7M0S8' 'SLAHD_C7N173' 'BEUC1_C5C4I0']","['RARFA', 'CLAMS', 'RENSM', 'LENAE', 'ARTS2', 'BIFBI', 'CORFL', 'PAEAT', 'PSEPM', 'AMYMS', 'RHOOP', 'XYLCX', 'MYCNE', 'STRLN', 'ACIA4', 'CONWI', 'KIBAR', 'MICTS', 'ACTMD', 'BRAFD', 'ACIFD', 'SLAHD', 'BEUC1']","['13242', '1573', '1645', '165301', '1663', '1678', '1716', '1742992', '1742993', '1813', '1827', '186188', '1866885', '1883', '1912215', '191494', '2029', '33882', '40566', '43668', '53634', '84108', '84756']"
276,"['MYCSD_F5YTF8' 'THEBD_D6Y2T6' 'CELCE_A0A1X7DFA7' 'RENSM_A9WNN4'
 'ARTGO_H0QT01' 'BIFBI_I3WH13' 'COREF_Q8FQK2' 'GLUAR_E1VV97'
 'PSEPM_F0M5W3' 'PROFC_D7GD38' 'MYCLE_Q9CC66' 'AMYME_A0A076N5E9'
 'NOCAS_U5ECG7' 'KRIFD_D2PUN5' 'RHOJR_Q0SHX0' 'SACSN_A0A2N3Y8Z9'
 'PSEUX_F4CMU5' 'SACVD_C7MZ17' 'FRAIE_E3IX68' 'XYLCX_D1BVB9'
 'MYCCI_A0A3S4RN30' 'STRNV_V6JNU0' 'THEAL_A0A1H6FHB2' 'STRHI_A0A1M5ARL1'
 'THECD_D1AEH8' 'KIBAR_A0A1W2ELJ0' 'GORB4_D0LA11' 'TSUPD_D5UNQ3'
 'SACSY_A0A5Q0H9Q9' 'SEGRD_D6ZDC6' 'MICPN_F5XED8' 'ROTMD_D2NQ55'
 'MICTS_E8NBG9' 'KINRD_A6WFK7' 'BLASD_H6RIQ2' 'ACTMD_C6WDA9'
 'CATAD_C7Q9Q2' 'NAKMY_C8XBZ6' 'KOCRD_B2GJG5' 'THEFY_Q47SF3'
 'BEUC1_C5BYC2']","['MYCSD', 'THEBD', 'CELCE', 'RENSM', 'ARTGO', 'BIFBI', 'COREF', 'GLUAR', 'PSEPM', 'PROFC', 'MYCLE', 'AMYME', 'NOCAS', 'KRIFD', 'RHOJR', 'SACSN', 'PSEUX', 'SACVD', 'FRAIE', 'XYLCX', 'MYCCI', 'STRNV', 'THEAL', 'STRHI', 'THECD', 'KIBAR', 'GORB4', 'TSUPD', 'SACSY', 'SEGRD', 'MICPN', 'ROTMD', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'NAKMY', 'KOCRD', 'THEFY', 'BEUC1']","['1073531', '147067', '157920', '1645', '1663', '1678', '1716', '1742989', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1847', '1851', '1854', '186188', '1866885', '1883', '192992', '2016', '2019', '2029', '2053', '2060', '2071', '286801', '29404', '32207', '33882', '33981', '38501', '40566', '414878', '53460', '57493', '83677', '84756']"
277,"['LEIXX_Q6AEJ9' 'MICLC_C5CBC9' 'OLSUV_E1QWE5' 'THEBD_D6YBQ6'
 'CLAMS_B0RFC8' 'RENSM_A9WPP6' 'ARTGL_A0A2S4A185' 'BIFBI_I3WFQ2'
 'CORA7_C3PF20' 'GLUAR_E1VXJ3' 'MYCAV_X8B9G4' 'NOCFA_Q5YQF8'
 'RHOSX_A0A0D8HU76' 'PSEAH_A0A1Y2N4N2' 'SACVD_C7MZL4' 'XYLCX_D1BVZ5'
 'STRNE_A0A445NAC7' 'CUTAC_W4UJQ9' 'THEAL_A0A1H6FUP7' 'SCAIO_W5IGL4'
 'PARDN_E6K294' 'NOCDD_D7B6J8' 'THECD_D1A973' 'TROWT_Q83FS8'
 'NOCSI_A0A0C5XGI4' 'MOBCV_D6ZKQ4' 'TSUPD_D5UVB1' 'KITGR_A0A0D0PZC1'
 'STRJI_A0A1H7TIR1' 'GARVA_I4MAW5' 'ACIC1_A0LVA5' 'ARCHD_D7BM98'
 'SEGRD_D6Z9B5' 'ROTMD_D2NS63' 'CORGP_F2N8V3' 'ACTMD_C6WJF1'
 'CATAD_C7Q9R0' 'BRAFD_C7MFI9' 'JONDD_C7R2A4' 'ACIFD_C7LY63'
 'KOCRD_B2GL45' 'SANKS_D1BBC4' 'ILUCY_A0A6C7E341' 'SLAES_D0WJ20'
 'EGGLE_C8WL53' 'CRYCD_C7MPE5']","['LEIXX', 'MICLC', 'OLSUV', 'THEBD', 'CLAMS', 'RENSM', 'ARTGL', 'BIFBI', 'CORA7', 'GLUAR', 'MYCAV', 'NOCFA', 'RHOSX', 'PSEAH', 'SACVD', 'XYLCX', 'STRNE', 'CUTAC', 'THEAL', 'SCAIO', 'PARDN', 'NOCDD', 'THECD', 'TROWT', 'NOCSI', 'MOBCV', 'TSUPD', 'KITGR', 'STRJI', 'GARVA', 'ACIC1', 'ARCHD', 'SEGRD', 'ROTMD', 'CORGP', 'ACTMD', 'CATAD', 'BRAFD', 'JONDD', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'SLAES', 'EGGLE', 'CRYCD']","['110932', '1269', '133925', '147067', '1573', '1645', '1663', '1678', '1716', '1742989', '1763', '1817', '1827', '1847', '1851', '186188', '1883', '1912216', '192992', '196081', '196082', '2013', '2019', '2038', '2044', '2050', '2060', '2063', '228398', '2701', '28048', '28263', '286801', '32207', '33870', '40566', '414878', '43668', '43673', '53634', '57493', '60919', '682522', '84108', '84111', '84162']"
278,"['MYCSD_F5YWJ5' 'RARFA_A0A542ZUY3' 'THEBD_D6Y803' 'CELCE_A0A1X7EM37'
 'ARTGL_A0A2S4A1L1' 'SALTO_A4X9L6' 'CELFA_F4H5Q2' 'CORK4_C4LHI4'
 'GLUAR_E1VSY1' 'PAEAT_A1R319' 'PSEPM_F0M146' 'MYCTU_Y1287' 'NOCSJ_A1SQ31'
 'FRAAA_Q0RDR7' 'GEOOG_D2S9X2' 'XYLCX_D1BTL7' 'MYCAG_A0A2A7N948'
 'STRNV_V6KRD3' 'SCAIO_W5IGU7' 'PARDN_E6JZ47' 'STRHI_A0A1M4WDQ2'
 'GORPV_H6MZM7' 'TSUPD_D5UTI9' 'KITAU_A0A1E7N6S7' 'SACES_K0JYR3'
 'STRJI_A0A1H7LW45' 'ISOV2_F6FVL7' 'ACIC1_A0LWM3' 'SEGRD_D6ZBY7'
 'ROTMD_D2NPK9' 'BLASD_H6RUB7' 'ACTMD_C6WD64' 'INTC7_E6S994'
 'KOCRD_B2GFV0']","['MYCSD', 'RARFA', 'THEBD', 'CELCE', 'ARTGL', 'SALTO', 'CELFA', 'CORK4', 'GLUAR', 'PAEAT', 'PSEPM', 'MYCTU', 'NOCSJ', 'FRAAA', 'GEOOG', 'XYLCX', 'MYCAG', 'STRNV', 'SCAIO', 'PARDN', 'STRHI', 'GORPV', 'TSUPD', 'KITAU', 'SACES', 'STRJI', 'ISOV2', 'ACIC1', 'SEGRD', 'ROTMD', 'BLASD', 'ACTMD', 'INTC7', 'KOCRD']","['1073531', '13242', '147067', '157920', '1663', '168694', '1707', '1716', '1742989', '1742992', '1742993', '1763', '1839', '1854', '1860', '186188', '1866885', '1883', '196081', '196082', '2016', '2053', '2060', '2063', '2071', '228398', '254250', '28048', '286801', '32207', '38501', '40566', '53357', '57493']"
279,"['LEIAQ_U2RUG0' 'MICLC_C5C9T0' 'RARFA_A0A542ZWQ2' 'THEBD_D6Y7W3'
 'CELCE_A0A1X7EEM8' 'RENSM_A9WR28' 'ARTS2_A0JUT9' 'SALTO_A4X4N6'
 'CELFN_D5UD70' 'CORU7_B1VGC1' 'GLUAR_E1VUD2' 'PAEAT_A1R515'
 'PSEPM_F0M7C4' 'PROFC_D7GEK3' 'MYCPA_Q73VV3' 'AMYME_A0A076MY23'
 'NOCFA_Q5YSC5' 'KRIFD_D2Q1L5' 'RHOSX_A0A0D8HWJ4' 'NOCSJ_A1SLK8'
 'SACVD_C7MQV0' 'FRACC_Q2J727' 'XYLCX_D1C052' 'MYCT3_G7CK97'
 'MICS3_C4RD68' 'STRC0_A0A2D3UEX1' 'ACIA4_K7SL23' 'STRHI_A0A1M5AZP5'
 'NOCSI_A0A0C5XAN5' 'GORPV_H6MYU7' 'TSUPD_D5UM52' 'KITAU_A0A1E7MZG5'
 'SACSY_A0A5Q0H8W3' 'ISOV2_F6FRY6' 'ACIC1_A0LV28' 'ARCHD_D7BN50'
 'SEGRD_D6Z8M9' 'MICPN_F5XR97' 'ROTMD_D2NNU6' 'KINRD_A6W7Z1'
 'BLASD_H6RVV2' 'CATAD_C7QDX9' 'BRAFD_C7MBA6' 'INTC7_E6SE87'
 'NAKMY_C8XJB7' 'ACIFD_C7LXY3' 'KOCRD_B2GKR6' 'SANKS_D1BJ67'
 'ILUCY_A0A6C7E641' 'THEFY_Q47RV2' 'EEGSY_F7V0Y5' 'CRYCD_C7MNL9'
 'BEUC1_C5BWS4']","['LEIAQ', 'MICLC', 'RARFA', 'THEBD', 'CELCE', 'RENSM', 'ARTS2', 'SALTO', 'CELFN', 'CORU7', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCPA', 'AMYME', 'NOCFA', 'KRIFD', 'RHOSX', 'NOCSJ', 'SACVD', 'FRACC', 'XYLCX', 'MYCT3', 'MICS3', 'STRC0', 'ACIA4', 'STRHI', 'NOCSI', 'GORPV', 'TSUPD', 'KITAU', 'SACSY', 'ISOV2', 'ACIC1', 'ARCHD', 'SEGRD', 'MICPN', 'ROTMD', 'KINRD', 'BLASD', 'CATAD', 'BRAFD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'THEFY', 'EEGSY', 'CRYCD', 'BEUC1']","['110932', '1269', '13242', '147067', '157920', '1645', '1663', '168694', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1839', '1851', '1854', '186188', '1866885', '1873', '1883', '1912215', '2016', '2044', '2053', '2060', '2063', '2071', '254250', '28048', '28263', '286801', '29404', '32207', '33981', '38501', '414878', '43668', '53357', '53460', '53634', '57493', '60919', '682522', '83677', '84111', '84162', '84756']"
280,"['MYCSD_F5YUG3' 'LEIXX_Q6ADT9' 'MICLC_C5C996' 'RARFA_A0A542ZU75'
 'OLSUV_E1QX85' 'THEBD_D6Y855' 'CLAMS_B0RH36' 'CELCE_A0A1X7CKD8'
 'RENSM_A9WUA1' 'LENAE_A0A0F0H9V9' 'ARTGO_H0QHA5' 'BIFA0_B8DTJ6'
 'SALTO_A4X3F0' 'BRELN_A0A0B9A8A1' 'CELGA_F8A7C6' 'COREF_Q8FQR9'
 'GLUAR_E1VTL9' 'PAEAT_A1R4A6' 'PSEPM_F0M4Y3' 'PROFC_D7GFA5'
 'MYCCE_A0A1X1RM53' 'AMYME_A0A076N7I1' 'NOCAS_U5E896' 'KRIFD_D2PP26'
 'RHOSX_A0A0D8HU35' 'SACEN_GREA' 'NOCSJ_A1SFB7' 'PSETH_A0A1M6XA67'
 'SACVD_C7MYR5' 'FRACC_Q2J638' 'GEOOG_D2S959' 'XYLCX_D1BX81'
 'ACTUT_A0A0A6UX20' 'MYCT3_G7CC88' 'MICM1_F4F5F7' 'STRLU_A0A169NWV3'
 'ACIA4_K7RVA7' 'CUTAK_Q6AAA0' 'THEAL_A0A1H6FRK9' 'SCAIO_W5IJC6'
 'PARDN_E6K1H8' 'STRRD_D2B2F1' 'NOCDD_D7B6Z1' 'STRHI_A0A1M5KQS7'
 'THECD_D1A7R1' 'KIBAR_A0A1W2F0N7' 'TROWT_Q83FN6' 'NOCSI_A0A0A1DT35'
 'MOBCV_D6ZK64' 'GORB4_D0L7P3' 'TSUPD_D5UV17' 'KITSK_E4NG87'
 'SACES_K0JQX5' 'ISOV2_F6FSL4' 'GARVA_I4M8I8' 'ACIC1_A0LW49'
 'ARCHD_D7BKM6' 'STANL_D3Q739' 'SEGRD_D6Z905' 'MICPN_F5XTG4'
 'ROTMD_D2NP88' 'CORGP_F2NAP1' 'MICTS_E8NBB2' 'KINRD_A6W6Z8'
 'BLASD_H6RSK4' 'ACTMD_C6WKR5' 'CATAD_C7PZ48' 'RUBXD_Q1AU03'
 'BRAFD_C7MEV2' 'JONDD_C7QZX8' 'INTC7_E6SCW1' 'NAKMY_C8XKP8'
 'ACIFD_C7M0F0' 'KOCRD_B2GLP4' 'SANKS_D1BBZ2' 'ILUCY_A0A6C7E4U6'
 'HOYSD_F6EQ42' 'THEFY_Q47ST2' 'SLAES_D0WJ76' 'EGGLE_C8WJS1'
 'CRYCD_C7ML55' 'BEUC1_C5C0F0']","['MYCSD', 'LEIXX', 'MICLC', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTGO', 'BIFA0', 'SALTO', 'BRELN', 'CELGA', 'COREF', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCCE', 'AMYME', 'NOCAS', 'KRIFD', 'RHOSX', 'SACEN', 'NOCSJ', 'PSETH', 'SACVD', 'FRACC', 'GEOOG', 'XYLCX', 'ACTUT', 'MYCT3', 'MICM1', 'STRLU', 'ACIA4', 'CUTAK', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCDD', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORB4', 'TSUPD', 'KITSK', 'SACES', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'ACIFD', 'KOCRD', 'SANKS', 'ILUCY', 'HOYSD', 'THEFY', 'SLAES', 'EGGLE', 'CRYCD', 'BEUC1']","['1073531', '110932', '1269', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '40566', '414878', '42255', '43668', '43673', '53357', '53460', '53634', '57493', '60919', '682522', '697025', '83677', '84108', '84111', '84162', '84756']"
281,"['CLAMS_B0RFY1' 'CELCE_A0A1X7EU83' 'ARTGL_A0A2S3ZWB8' 'SALTO_A4XAA8'
 'PAEAT_A1R223' 'PSEPM_F0M734' 'MYCSK_A1UCM8' 'NOCFA_Q5YPW7'
 'KRIFD_D2PNQ2' 'RHOJR_Q0S4U8' 'NOCSJ_A1SJX8' 'XYLCX_D1BV40'
 'ACTM4_I0HB16' 'MYCFO_A0A0N9XHJ1' 'MICAI_D9T9E6' 'STRLN_A0A1B1MLJ7'
 'STRHI_A0A1M4V8N0' 'NOCSI_A0A0C5XLM4' 'GORB4_D0L6X8' 'KITSK_E4N1Y5'
 'SACES_K0JRG3' 'ARCHD_D7BLJ6' 'STANL_D3Q5G5' 'MICPN_F5XDQ8'
 'MICTS_E8N6L6' 'KINRD_A6W731' 'ACTMD_C6WCJ7' 'RUBXD_Q1AY03'
 'THEFY_Q47TJ2' 'SLAHD_C7N2N8' 'EGGLE_C8WG88' 'BEUC1_C5C0X7']","['CLAMS', 'CELCE', 'ARTGL', 'SALTO', 'PAEAT', 'PSEPM', 'MYCSK', 'NOCFA', 'KRIFD', 'RHOJR', 'NOCSJ', 'XYLCX', 'ACTM4', 'MYCFO', 'MICAI', 'STRLN', 'STRHI', 'NOCSI', 'GORB4', 'KITSK', 'SACES', 'ARCHD', 'STANL', 'MICPN', 'MICTS', 'KINRD', 'ACTMD', 'RUBXD', 'THEFY', 'SLAHD', 'EGGLE', 'BEUC1']","['1573', '157920', '1663', '168694', '1742992', '1742993', '1763', '1817', '182639', '1827', '1839', '186188', '1865', '1866885', '1873', '1883', '2016', '2044', '2053', '2063', '2071', '28263', '283810', '29404', '33882', '33981', '40566', '42255', '83677', '84108', '84111', '84756']"
